Pod,Item,Inventory
100.0,738,1.0
100.0,744,1.0
100.0,745,1.0
100.0,747,1.0
100.0,749,1.0
100.0,758,1.0
100.0,759,1.0
100.0,764,1.0
100.0,775,1.0
100.0,777,1.0
100.0,780,1.0
100.0,786,1.0
100.0,789,1.0
100.0,799,1.0
100.0,808,1.0
100.0,814,1.0
100.0,826,1.0
100.0,846,1.0
100.0,871,1.0
100.0,872,1.0
100.0,916,1.0
100.0,917,1.0
101.0,134,1.0
101.0,147,1.0
101.0,160,1.0
101.0,229,2.0
101.0,231,1.0
101.0,234,1.0
101.0,238,1.0
101.0,240,1.0
101.0,243,1.0
101.0,248,1.0
101.0,260,1.0
101.0,267,1.0
101.0,270,1.0
101.0,274,1.0
101.0,276,1.0
101.0,284,1.0
101.0,286,1.0
101.0,300,1.0
101.0,301,1.0
101.0,302,1.0
101.0,305,1.0
101.0,309,1.0
101.0,312,1.0
101.0,313,1.0
101.0,315,1.0
101.0,316,1.0
101.0,318,2.0
101.0,320,1.0
101.0,325,1.0
101.0,326,1.0
101.0,329,1.0
101.0,333,1.0
101.0,335,1.0
101.0,337,1.0
101.0,340,1.0
101.0,344,1.0
101.0,346,1.0
101.0,347,1.0
101.0,349,1.0
101.0,350,1.0
101.0,353,1.0
101.0,354,1.0
101.0,357,1.0
101.0,358,1.0
101.0,360,1.0
101.0,361,1.0
101.0,364,1.0
101.0,365,1.0
101.0,368,1.0
101.0,369,2.0
101.0,370,1.0
101.0,372,1.0
101.0,373,1.0
101.0,375,1.0
101.0,377,1.0
101.0,379,1.0
101.0,381,2.0
101.0,385,2.0
101.0,389,1.0
101.0,390,1.0
101.0,393,1.0
101.0,403,4.0
101.0,404,1.0
101.0,407,2.0
101.0,409,1.0
101.0,411,2.0
101.0,412,1.0
101.0,416,1.0
101.0,421,1.0
101.0,422,2.0
101.0,424,1.0
101.0,429,2.0
101.0,430,1.0
101.0,431,1.0
101.0,432,1.0
101.0,435,1.0
101.0,437,1.0
101.0,438,2.0
101.0,439,1.0
101.0,440,1.0
101.0,442,1.0
101.0,444,1.0
101.0,446,1.0
101.0,450,1.0
101.0,451,2.0
101.0,452,1.0
101.0,454,3.0
101.0,455,1.0
101.0,457,1.0
101.0,460,1.0
101.0,461,1.0
101.0,462,1.0
101.0,463,1.0
101.0,464,1.0
101.0,465,1.0
101.0,467,1.0
101.0,468,3.0
101.0,473,1.0
101.0,477,3.0
101.0,478,1.0
101.0,479,1.0
101.0,480,1.0
101.0,481,2.0
101.0,483,2.0
101.0,484,2.0
101.0,487,1.0
101.0,488,1.0
101.0,492,1.0
101.0,493,1.0
101.0,494,1.0
101.0,495,2.0
101.0,496,1.0
101.0,498,2.0
101.0,499,1.0
101.0,501,1.0
101.0,502,1.0
101.0,503,1.0
101.0,504,1.0
101.0,506,1.0
101.0,509,1.0
101.0,510,1.0
101.0,512,1.0
101.0,514,2.0
101.0,515,1.0
101.0,516,1.0
101.0,517,1.0
101.0,518,1.0
101.0,519,2.0
101.0,520,4.0
101.0,521,2.0
101.0,523,1.0
101.0,525,2.0
101.0,526,3.0
101.0,533,1.0
101.0,534,2.0
101.0,537,1.0
101.0,540,1.0
101.0,542,2.0
101.0,543,1.0
101.0,544,1.0
101.0,546,1.0
101.0,548,1.0
101.0,550,1.0
101.0,553,1.0
101.0,560,2.0
101.0,561,1.0
101.0,562,1.0
101.0,563,1.0
101.0,564,1.0
101.0,565,1.0
101.0,568,1.0
101.0,570,1.0
101.0,571,1.0
101.0,572,1.0
101.0,573,1.0
101.0,574,2.0
101.0,576,1.0
101.0,577,1.0
101.0,579,1.0
101.0,580,1.0
101.0,583,2.0
101.0,585,2.0
101.0,588,1.0
101.0,592,1.0
101.0,593,1.0
101.0,595,2.0
101.0,598,1.0
101.0,603,1.0
101.0,606,1.0
101.0,608,1.0
101.0,612,1.0
101.0,613,1.0
101.0,615,1.0
101.0,616,1.0
101.0,617,1.0
101.0,618,1.0
101.0,620,1.0
101.0,621,3.0
101.0,622,1.0
101.0,624,1.0
101.0,625,1.0
101.0,626,1.0
101.0,634,1.0
101.0,638,1.0
101.0,639,1.0
101.0,640,2.0
101.0,641,1.0
101.0,642,1.0
101.0,648,3.0
101.0,649,2.0
101.0,650,1.0
101.0,651,1.0
101.0,653,1.0
101.0,655,1.0
101.0,656,1.0
101.0,657,2.0
101.0,658,1.0
101.0,666,1.0
101.0,668,1.0
101.0,676,1.0
101.0,677,1.0
101.0,678,1.0
101.0,681,1.0
101.0,687,1.0
101.0,690,1.0
101.0,693,1.0
101.0,704,1.0
101.0,707,1.0
101.0,708,1.0
101.0,713,1.0
101.0,714,1.0
101.0,717,1.0
101.0,718,2.0
101.0,721,2.0
101.0,733,1.0
101.0,734,1.0
101.0,740,1.0
101.0,741,1.0
101.0,743,1.0
101.0,746,1.0
101.0,749,1.0
101.0,750,1.0
101.0,762,2.0
101.0,763,1.0
101.0,775,1.0
101.0,781,2.0
101.0,784,1.0
101.0,790,1.0
101.0,793,1.0
101.0,794,1.0
101.0,800,1.0
101.0,804,1.0
101.0,806,1.0
101.0,808,1.0
101.0,810,1.0
101.0,814,1.0
101.0,816,1.0
101.0,826,1.0
101.0,831,1.0
101.0,840,1.0
101.0,846,1.0
101.0,851,1.0
101.0,854,1.0
101.0,866,1.0
101.0,899,1.0
101.0,903,1.0
101.0,913,1.0
101.0,950,1.0
102.0,61,1.0
102.0,62,1.0
102.0,71,1.0
102.0,90,1.0
102.0,128,1.0
102.0,138,1.0
102.0,140,1.0
102.0,161,1.0
102.0,170,1.0
102.0,177,1.0
102.0,198,1.0
102.0,208,1.0
102.0,218,1.0
102.0,225,1.0
102.0,226,1.0
102.0,228,2.0
102.0,238,1.0
102.0,245,3.0
102.0,248,1.0
102.0,249,1.0
102.0,250,1.0
102.0,252,1.0
102.0,256,2.0
102.0,258,1.0
102.0,261,1.0
102.0,279,1.0
102.0,289,1.0
102.0,293,1.0
102.0,298,1.0
102.0,306,1.0
102.0,310,1.0
102.0,312,1.0
102.0,313,1.0
102.0,322,1.0
102.0,324,1.0
102.0,326,2.0
102.0,327,1.0
102.0,332,1.0
102.0,334,1.0
102.0,337,1.0
102.0,338,1.0
102.0,341,1.0
102.0,347,1.0
102.0,349,2.0
102.0,351,1.0
102.0,352,1.0
102.0,353,2.0
102.0,354,2.0
102.0,357,1.0
102.0,358,1.0
102.0,363,2.0
102.0,366,1.0
102.0,373,1.0
102.0,374,1.0
102.0,376,1.0
102.0,378,2.0
102.0,379,1.0
102.0,383,1.0
102.0,385,1.0
102.0,388,1.0
102.0,391,1.0
102.0,396,4.0
102.0,399,1.0
102.0,401,1.0
102.0,404,1.0
102.0,405,1.0
102.0,406,1.0
102.0,408,1.0
102.0,409,2.0
102.0,411,1.0
102.0,413,1.0
102.0,414,1.0
102.0,416,1.0
102.0,417,2.0
102.0,418,1.0
102.0,420,1.0
102.0,424,1.0
102.0,429,2.0
102.0,430,2.0
102.0,431,1.0
102.0,432,2.0
102.0,436,1.0
102.0,437,2.0
102.0,441,3.0
102.0,442,1.0
102.0,446,2.0
102.0,449,1.0
102.0,452,3.0
102.0,455,1.0
102.0,456,2.0
102.0,457,1.0
102.0,458,1.0
102.0,459,1.0
102.0,460,2.0
102.0,463,2.0
102.0,465,1.0
102.0,466,1.0
102.0,467,1.0
102.0,468,1.0
102.0,469,1.0
102.0,471,1.0
102.0,472,1.0
102.0,473,1.0
102.0,476,1.0
102.0,482,1.0
102.0,484,1.0
102.0,485,1.0
102.0,486,1.0
102.0,487,3.0
102.0,489,2.0
102.0,490,1.0
102.0,491,1.0
102.0,493,1.0
102.0,497,2.0
102.0,502,3.0
102.0,503,1.0
102.0,504,2.0
102.0,505,1.0
102.0,506,1.0
102.0,507,2.0
102.0,508,1.0
102.0,509,1.0
102.0,510,2.0
102.0,511,1.0
102.0,512,2.0
102.0,513,1.0
102.0,514,1.0
102.0,516,2.0
102.0,517,2.0
102.0,518,1.0
102.0,521,2.0
102.0,523,1.0
102.0,525,1.0
102.0,527,1.0
102.0,530,1.0
102.0,532,1.0
102.0,535,1.0
102.0,537,1.0
102.0,538,1.0
102.0,539,2.0
102.0,541,2.0
102.0,546,1.0
102.0,548,1.0
102.0,549,1.0
102.0,552,1.0
102.0,553,2.0
102.0,554,1.0
102.0,556,1.0
102.0,557,1.0
102.0,558,1.0
102.0,568,1.0
102.0,571,2.0
102.0,572,1.0
102.0,573,1.0
102.0,574,2.0
102.0,575,1.0
102.0,577,1.0
102.0,581,2.0
102.0,583,1.0
102.0,585,1.0
102.0,587,2.0
102.0,588,2.0
102.0,589,1.0
102.0,591,2.0
102.0,597,2.0
102.0,599,1.0
102.0,604,2.0
102.0,605,1.0
102.0,606,1.0
102.0,610,1.0
102.0,612,1.0
102.0,613,1.0
102.0,614,1.0
102.0,617,2.0
102.0,620,1.0
102.0,624,1.0
102.0,625,1.0
102.0,626,2.0
102.0,633,1.0
102.0,634,2.0
102.0,636,4.0
102.0,638,1.0
102.0,640,2.0
102.0,641,1.0
102.0,642,1.0
102.0,647,1.0
102.0,648,1.0
102.0,655,1.0
102.0,656,1.0
102.0,657,1.0
102.0,659,1.0
102.0,663,1.0
102.0,666,1.0
102.0,667,1.0
102.0,670,1.0
102.0,674,1.0
102.0,677,1.0
102.0,678,1.0
102.0,684,1.0
102.0,687,1.0
102.0,688,2.0
102.0,690,1.0
102.0,696,1.0
102.0,701,1.0
102.0,702,1.0
102.0,706,1.0
102.0,710,1.0
102.0,716,1.0
102.0,717,1.0
102.0,724,1.0
102.0,725,1.0
102.0,732,1.0
102.0,736,1.0
102.0,740,1.0
102.0,747,1.0
102.0,754,1.0
102.0,760,1.0
102.0,778,1.0
102.0,784,2.0
102.0,788,2.0
102.0,789,1.0
102.0,793,1.0
102.0,795,1.0
102.0,803,1.0
102.0,805,1.0
102.0,808,1.0
102.0,817,2.0
102.0,826,1.0
102.0,838,1.0
102.0,839,1.0
102.0,840,1.0
102.0,843,1.0
102.0,874,1.0
102.0,930,1.0
102.0,935,1.0
102.0,962,1.0
102.0,969,1.0
102.0,974,1.0
103.0,93,1.0
103.0,102,1.0
103.0,120,1.0
103.0,144,1.0
103.0,153,1.0
103.0,162,1.0
103.0,173,1.0
103.0,203,1.0
103.0,214,1.0
103.0,219,1.0
103.0,225,1.0
103.0,230,1.0
103.0,232,1.0
103.0,240,1.0
103.0,246,1.0
103.0,253,1.0
103.0,255,1.0
103.0,256,1.0
103.0,259,1.0
103.0,260,1.0
103.0,262,1.0
103.0,269,1.0
103.0,271,1.0
103.0,272,1.0
103.0,279,1.0
103.0,281,1.0
103.0,283,1.0
103.0,287,2.0
103.0,291,1.0
103.0,294,3.0
103.0,298,1.0
103.0,303,1.0
103.0,305,1.0
103.0,310,1.0
103.0,312,1.0
103.0,314,2.0
103.0,316,1.0
103.0,318,1.0
103.0,321,3.0
103.0,322,1.0
103.0,323,1.0
103.0,329,1.0
103.0,338,1.0
103.0,341,1.0
103.0,351,3.0
103.0,352,1.0
103.0,355,1.0
103.0,360,1.0
103.0,365,1.0
103.0,374,2.0
103.0,375,1.0
103.0,378,2.0
103.0,379,1.0
103.0,387,1.0
103.0,391,1.0
103.0,393,1.0
103.0,395,1.0
103.0,396,1.0
103.0,399,1.0
103.0,400,1.0
103.0,403,1.0
103.0,404,1.0
103.0,409,1.0
103.0,410,2.0
103.0,414,2.0
103.0,416,3.0
103.0,420,1.0
103.0,422,2.0
103.0,423,1.0
103.0,424,1.0
103.0,425,2.0
103.0,426,2.0
103.0,431,2.0
103.0,432,1.0
103.0,434,1.0
103.0,436,1.0
103.0,438,1.0
103.0,442,2.0
103.0,444,1.0
103.0,445,1.0
103.0,446,1.0
103.0,448,1.0
103.0,450,1.0
103.0,453,1.0
103.0,454,1.0
103.0,455,1.0
103.0,459,1.0
103.0,460,1.0
103.0,461,2.0
103.0,468,1.0
103.0,469,1.0
103.0,470,1.0
103.0,472,2.0
103.0,474,1.0
103.0,475,1.0
103.0,477,2.0
103.0,482,1.0
103.0,487,1.0
103.0,489,1.0
103.0,490,1.0
103.0,491,2.0
103.0,492,1.0
103.0,494,1.0
103.0,495,1.0
103.0,496,2.0
103.0,499,1.0
103.0,500,1.0
103.0,504,1.0
103.0,505,1.0
103.0,506,2.0
103.0,508,1.0
103.0,512,4.0
103.0,513,1.0
103.0,520,1.0
103.0,521,2.0
103.0,523,1.0
103.0,526,1.0
103.0,530,1.0
103.0,533,1.0
103.0,537,3.0
103.0,538,1.0
103.0,539,2.0
103.0,545,1.0
103.0,547,1.0
103.0,548,1.0
103.0,549,1.0
103.0,550,1.0
103.0,552,1.0
103.0,554,1.0
103.0,560,1.0
103.0,561,2.0
103.0,564,3.0
103.0,566,1.0
103.0,567,2.0
103.0,568,1.0
103.0,571,3.0
103.0,572,2.0
103.0,574,1.0
103.0,575,1.0
103.0,577,1.0
103.0,580,1.0
103.0,582,2.0
103.0,583,1.0
103.0,584,3.0
103.0,585,2.0
103.0,587,1.0
103.0,590,1.0
103.0,593,1.0
103.0,594,1.0
103.0,595,2.0
103.0,596,1.0
103.0,599,1.0
103.0,602,2.0
103.0,604,3.0
103.0,606,3.0
103.0,610,1.0
103.0,611,1.0
103.0,613,1.0
103.0,615,1.0
103.0,619,1.0
103.0,620,1.0
103.0,626,1.0
103.0,628,2.0
103.0,631,1.0
103.0,632,1.0
103.0,634,2.0
103.0,637,1.0
103.0,639,2.0
103.0,645,2.0
103.0,646,2.0
103.0,648,1.0
103.0,649,1.0
103.0,650,1.0
103.0,651,1.0
103.0,652,1.0
103.0,654,1.0
103.0,658,1.0
103.0,659,1.0
103.0,660,2.0
103.0,662,1.0
103.0,667,1.0
103.0,669,4.0
103.0,670,1.0
103.0,671,2.0
103.0,675,1.0
103.0,676,2.0
103.0,677,2.0
103.0,678,1.0
103.0,681,1.0
103.0,682,1.0
103.0,683,1.0
103.0,687,1.0
103.0,699,1.0
103.0,707,1.0
103.0,710,1.0
103.0,712,1.0
103.0,717,1.0
103.0,718,1.0
103.0,721,1.0
103.0,724,1.0
103.0,726,1.0
103.0,730,1.0
103.0,731,1.0
103.0,733,1.0
103.0,734,1.0
103.0,737,1.0
103.0,739,2.0
103.0,741,1.0
103.0,745,1.0
103.0,749,1.0
103.0,753,1.0
103.0,754,2.0
103.0,759,1.0
103.0,764,1.0
103.0,765,1.0
103.0,766,1.0
103.0,767,1.0
103.0,771,1.0
103.0,775,1.0
103.0,776,1.0
103.0,783,1.0
103.0,792,1.0
103.0,793,2.0
103.0,795,1.0
103.0,802,1.0
103.0,806,1.0
103.0,809,1.0
103.0,826,2.0
103.0,849,1.0
103.0,852,1.0
103.0,856,1.0
103.0,873,1.0
103.0,880,1.0
103.0,886,1.0
103.0,971,1.0
104.0,54,1.0
104.0,69,1.0
104.0,76,1.0
104.0,97,2.0
104.0,138,1.0
104.0,139,1.0
104.0,143,1.0
104.0,162,1.0
104.0,225,1.0
104.0,236,1.0
104.0,239,2.0
104.0,240,1.0
104.0,256,1.0
104.0,257,1.0
104.0,259,1.0
104.0,260,1.0
104.0,263,1.0
104.0,265,1.0
104.0,266,1.0
104.0,268,1.0
104.0,278,1.0
104.0,279,1.0
104.0,284,1.0
104.0,286,1.0
104.0,288,1.0
104.0,290,1.0
104.0,292,1.0
104.0,295,1.0
104.0,307,1.0
104.0,310,1.0
104.0,311,1.0
104.0,313,1.0
104.0,319,1.0
104.0,320,2.0
104.0,323,1.0
104.0,324,2.0
104.0,325,1.0
104.0,329,1.0
104.0,332,2.0
104.0,335,1.0
104.0,342,1.0
104.0,343,1.0
104.0,346,1.0
104.0,347,1.0
104.0,350,1.0
104.0,351,1.0
104.0,353,1.0
104.0,357,1.0
104.0,358,1.0
104.0,362,2.0
104.0,365,1.0
104.0,368,1.0
104.0,370,2.0
104.0,371,1.0
104.0,372,1.0
104.0,373,1.0
104.0,378,2.0
104.0,379,1.0
104.0,380,1.0
104.0,393,1.0
104.0,394,1.0
104.0,396,1.0
104.0,397,1.0
104.0,399,1.0
104.0,400,2.0
104.0,401,2.0
104.0,407,1.0
104.0,408,1.0
104.0,409,1.0
104.0,410,2.0
104.0,411,1.0
104.0,413,1.0
104.0,415,2.0
104.0,417,1.0
104.0,419,1.0
104.0,420,1.0
104.0,421,1.0
104.0,423,1.0
104.0,428,1.0
104.0,429,2.0
104.0,431,1.0
104.0,435,1.0
104.0,439,2.0
104.0,440,1.0
104.0,442,1.0
104.0,445,3.0
104.0,447,1.0
104.0,451,1.0
104.0,452,1.0
104.0,456,2.0
104.0,457,2.0
104.0,459,1.0
104.0,463,1.0
104.0,464,1.0
104.0,466,1.0
104.0,469,1.0
104.0,470,1.0
104.0,471,2.0
104.0,473,2.0
104.0,474,1.0
104.0,475,1.0
104.0,476,3.0
104.0,477,2.0
104.0,478,2.0
104.0,479,1.0
104.0,480,1.0
104.0,483,1.0
104.0,485,1.0
104.0,487,1.0
104.0,488,2.0
104.0,489,1.0
104.0,490,1.0
104.0,491,1.0
104.0,492,2.0
104.0,493,1.0
104.0,496,3.0
104.0,497,1.0
104.0,498,3.0
104.0,500,1.0
104.0,502,1.0
104.0,505,1.0
104.0,506,1.0
104.0,507,1.0
104.0,509,1.0
104.0,510,1.0
104.0,513,2.0
104.0,514,2.0
104.0,518,1.0
104.0,520,1.0
104.0,522,1.0
104.0,523,1.0
104.0,525,4.0
104.0,530,2.0
104.0,532,1.0
104.0,534,3.0
104.0,539,2.0
104.0,540,1.0
104.0,541,1.0
104.0,542,1.0
104.0,545,2.0
104.0,546,3.0
104.0,547,3.0
104.0,548,1.0
104.0,550,1.0
104.0,553,1.0
104.0,554,1.0
104.0,555,1.0
104.0,558,1.0
104.0,560,1.0
104.0,561,1.0
104.0,562,4.0
104.0,564,1.0
104.0,565,1.0
104.0,567,1.0
104.0,571,2.0
104.0,573,2.0
104.0,574,1.0
104.0,575,2.0
104.0,577,1.0
104.0,578,1.0
104.0,584,1.0
104.0,586,1.0
104.0,588,2.0
104.0,590,1.0
104.0,592,1.0
104.0,593,1.0
104.0,597,1.0
104.0,599,1.0
104.0,603,2.0
104.0,604,2.0
104.0,605,1.0
104.0,606,2.0
104.0,607,2.0
104.0,608,1.0
104.0,610,1.0
104.0,612,1.0
104.0,620,2.0
104.0,624,1.0
104.0,628,1.0
104.0,629,2.0
104.0,630,1.0
104.0,631,1.0
104.0,632,1.0
104.0,634,1.0
104.0,637,1.0
104.0,639,1.0
104.0,641,1.0
104.0,647,1.0
104.0,652,1.0
104.0,655,1.0
104.0,656,1.0
104.0,658,1.0
104.0,661,1.0
104.0,662,1.0
104.0,664,1.0
104.0,665,1.0
104.0,666,1.0
104.0,675,1.0
104.0,677,1.0
104.0,679,1.0
104.0,680,2.0
104.0,690,1.0
104.0,692,1.0
104.0,693,1.0
104.0,697,2.0
104.0,698,1.0
104.0,701,2.0
104.0,705,1.0
104.0,708,1.0
104.0,709,1.0
104.0,713,2.0
104.0,715,1.0
104.0,720,1.0
104.0,724,2.0
104.0,727,1.0
104.0,729,1.0
104.0,734,1.0
104.0,737,1.0
104.0,738,1.0
104.0,742,1.0
104.0,748,1.0
104.0,760,1.0
104.0,761,1.0
104.0,765,1.0
104.0,770,1.0
104.0,771,1.0
104.0,772,1.0
104.0,773,2.0
104.0,774,1.0
104.0,775,1.0
104.0,823,1.0
104.0,831,1.0
104.0,858,1.0
104.0,895,1.0
104.0,927,1.0
104.0,941,1.0
104.0,947,1.0
105.0,59,1.0
105.0,60,1.0
105.0,86,1.0
105.0,94,1.0
105.0,114,1.0
105.0,115,1.0
105.0,140,1.0
105.0,150,1.0
105.0,153,1.0
105.0,160,1.0
105.0,161,1.0
105.0,170,1.0
105.0,173,1.0
105.0,186,1.0
105.0,192,1.0
105.0,200,1.0
105.0,201,1.0
105.0,211,1.0
105.0,214,1.0
105.0,224,1.0
105.0,225,1.0
105.0,237,1.0
105.0,245,1.0
105.0,248,1.0
105.0,251,1.0
105.0,255,1.0
105.0,258,1.0
105.0,267,1.0
105.0,278,1.0
105.0,280,1.0
105.0,281,1.0
105.0,282,1.0
105.0,284,1.0
105.0,290,2.0
105.0,292,1.0
105.0,293,1.0
105.0,297,1.0
105.0,298,1.0
105.0,303,2.0
105.0,304,1.0
105.0,305,1.0
105.0,306,1.0
105.0,307,1.0
105.0,310,1.0
105.0,312,1.0
105.0,315,1.0
105.0,316,1.0
105.0,317,1.0
105.0,322,2.0
105.0,325,1.0
105.0,327,1.0
105.0,330,2.0
105.0,332,2.0
105.0,334,1.0
105.0,336,2.0
105.0,339,1.0
105.0,340,1.0
105.0,342,1.0
105.0,344,1.0
105.0,346,1.0
105.0,348,2.0
105.0,355,1.0
105.0,357,2.0
105.0,363,1.0
105.0,369,2.0
105.0,370,1.0
105.0,375,1.0
105.0,377,2.0
105.0,381,1.0
105.0,382,1.0
105.0,383,1.0
105.0,385,2.0
105.0,387,2.0
105.0,389,1.0
105.0,390,1.0
105.0,392,3.0
105.0,393,1.0
105.0,402,1.0
105.0,403,1.0
105.0,405,1.0
105.0,407,2.0
105.0,408,2.0
105.0,410,1.0
105.0,412,1.0
105.0,416,1.0
105.0,418,1.0
105.0,419,1.0
105.0,421,1.0
105.0,425,1.0
105.0,426,1.0
105.0,427,1.0
105.0,428,2.0
105.0,429,1.0
105.0,434,2.0
105.0,437,1.0
105.0,439,1.0
105.0,441,1.0
105.0,442,1.0
105.0,443,2.0
105.0,444,1.0
105.0,446,1.0
105.0,447,1.0
105.0,448,1.0
105.0,451,1.0
105.0,452,3.0
105.0,453,1.0
105.0,454,1.0
105.0,458,1.0
105.0,459,2.0
105.0,460,1.0
105.0,461,1.0
105.0,466,2.0
105.0,473,1.0
105.0,474,1.0
105.0,475,1.0
105.0,476,2.0
105.0,479,1.0
105.0,483,2.0
105.0,492,2.0
105.0,493,1.0
105.0,494,2.0
105.0,498,1.0
105.0,499,1.0
105.0,500,1.0
105.0,501,2.0
105.0,504,2.0
105.0,506,1.0
105.0,508,3.0
105.0,512,2.0
105.0,513,1.0
105.0,514,1.0
105.0,517,1.0
105.0,519,1.0
105.0,522,2.0
105.0,526,2.0
105.0,527,1.0
105.0,528,3.0
105.0,529,4.0
105.0,530,2.0
105.0,531,2.0
105.0,534,1.0
105.0,536,2.0
105.0,538,1.0
105.0,539,1.0
105.0,540,1.0
105.0,544,1.0
105.0,547,1.0
105.0,549,2.0
105.0,552,2.0
105.0,554,1.0
105.0,559,1.0
105.0,563,1.0
105.0,567,1.0
105.0,568,3.0
105.0,569,1.0
105.0,571,2.0
105.0,572,1.0
105.0,573,1.0
105.0,576,1.0
105.0,580,1.0
105.0,581,1.0
105.0,585,1.0
105.0,586,1.0
105.0,588,2.0
105.0,590,2.0
105.0,596,1.0
105.0,600,1.0
105.0,604,1.0
105.0,607,1.0
105.0,609,1.0
105.0,610,1.0
105.0,612,1.0
105.0,622,1.0
105.0,623,1.0
105.0,625,1.0
105.0,626,1.0
105.0,627,1.0
105.0,629,1.0
105.0,633,2.0
105.0,635,1.0
105.0,637,1.0
105.0,641,1.0
105.0,648,2.0
105.0,649,1.0
105.0,653,1.0
105.0,659,2.0
105.0,662,1.0
105.0,666,2.0
105.0,669,1.0
105.0,670,2.0
105.0,672,1.0
105.0,676,1.0
105.0,679,1.0
105.0,685,1.0
105.0,686,1.0
105.0,689,1.0
105.0,690,2.0
105.0,692,1.0
105.0,697,1.0
105.0,699,1.0
105.0,707,2.0
105.0,708,2.0
105.0,710,1.0
105.0,717,1.0
105.0,726,2.0
105.0,727,1.0
105.0,728,2.0
105.0,733,1.0
105.0,735,1.0
105.0,745,1.0
105.0,750,1.0
105.0,753,1.0
105.0,756,1.0
105.0,757,1.0
105.0,762,1.0
105.0,764,3.0
105.0,769,1.0
105.0,771,2.0
105.0,779,1.0
105.0,780,1.0
105.0,783,1.0
105.0,795,1.0
105.0,796,1.0
105.0,800,1.0
105.0,803,1.0
105.0,812,1.0
105.0,813,1.0
105.0,818,1.0
105.0,826,1.0
105.0,828,1.0
105.0,841,1.0
105.0,864,1.0
105.0,869,1.0
105.0,870,1.0
105.0,895,1.0
105.0,898,1.0
105.0,910,1.0
105.0,912,1.0
106.0,65,1.0
106.0,96,1.0
106.0,115,1.0
106.0,124,1.0
106.0,127,1.0
106.0,173,1.0
106.0,176,2.0
106.0,178,1.0
106.0,187,1.0
106.0,191,2.0
106.0,197,1.0
106.0,198,1.0
106.0,203,1.0
106.0,206,1.0
106.0,223,1.0
106.0,225,1.0
106.0,230,1.0
106.0,234,1.0
106.0,248,1.0
106.0,256,1.0
106.0,259,1.0
106.0,266,1.0
106.0,271,1.0
106.0,276,1.0
106.0,277,1.0
106.0,283,2.0
106.0,288,1.0
106.0,289,1.0
106.0,290,3.0
106.0,293,2.0
106.0,295,1.0
106.0,298,2.0
106.0,300,1.0
106.0,301,1.0
106.0,304,1.0
106.0,305,2.0
106.0,310,2.0
106.0,320,1.0
106.0,324,1.0
106.0,326,1.0
106.0,328,1.0
106.0,329,1.0
106.0,333,2.0
106.0,336,1.0
106.0,339,1.0
106.0,341,2.0
106.0,342,1.0
106.0,349,1.0
106.0,357,1.0
106.0,359,2.0
106.0,360,1.0
106.0,364,1.0
106.0,365,2.0
106.0,366,1.0
106.0,368,1.0
106.0,369,1.0
106.0,372,1.0
106.0,374,1.0
106.0,375,1.0
106.0,378,1.0
106.0,383,1.0
106.0,389,1.0
106.0,390,1.0
106.0,391,1.0
106.0,394,1.0
106.0,395,1.0
106.0,396,2.0
106.0,398,1.0
106.0,400,1.0
106.0,401,1.0
106.0,407,1.0
106.0,408,1.0
106.0,410,1.0
106.0,413,1.0
106.0,415,1.0
106.0,417,1.0
106.0,419,3.0
106.0,421,1.0
106.0,422,1.0
106.0,425,3.0
106.0,426,1.0
106.0,427,3.0
106.0,428,2.0
106.0,435,1.0
106.0,436,1.0
106.0,437,2.0
106.0,440,4.0
106.0,441,1.0
106.0,442,2.0
106.0,443,1.0
106.0,447,3.0
106.0,449,1.0
106.0,450,1.0
106.0,451,1.0
106.0,452,1.0
106.0,455,3.0
106.0,458,1.0
106.0,459,1.0
106.0,461,2.0
106.0,462,2.0
106.0,463,1.0
106.0,466,3.0
106.0,467,3.0
106.0,468,1.0
106.0,470,1.0
106.0,471,1.0
106.0,473,1.0
106.0,475,1.0
106.0,477,1.0
106.0,483,1.0
106.0,484,1.0
106.0,487,2.0
106.0,492,1.0
106.0,493,1.0
106.0,496,1.0
106.0,497,2.0
106.0,501,1.0
106.0,502,3.0
106.0,507,1.0
106.0,508,1.0
106.0,510,1.0
106.0,512,1.0
106.0,513,1.0
106.0,516,1.0
106.0,518,1.0
106.0,520,1.0
106.0,524,1.0
106.0,525,1.0
106.0,526,2.0
106.0,527,1.0
106.0,528,1.0
106.0,529,1.0
106.0,532,2.0
106.0,533,1.0
106.0,537,2.0
106.0,541,1.0
106.0,543,1.0
106.0,548,1.0
106.0,549,1.0
106.0,550,1.0
106.0,551,1.0
106.0,563,1.0
106.0,569,1.0
106.0,571,1.0
106.0,573,2.0
106.0,574,2.0
106.0,575,2.0
106.0,579,3.0
106.0,581,1.0
106.0,582,1.0
106.0,585,1.0
106.0,587,3.0
106.0,592,1.0
106.0,593,1.0
106.0,594,1.0
106.0,597,1.0
106.0,598,1.0
106.0,599,1.0
106.0,600,2.0
106.0,601,1.0
106.0,602,1.0
106.0,603,1.0
106.0,605,1.0
106.0,606,1.0
106.0,607,2.0
106.0,611,1.0
106.0,614,1.0
106.0,618,2.0
106.0,619,1.0
106.0,622,1.0
106.0,623,1.0
106.0,624,1.0
106.0,626,1.0
106.0,629,1.0
106.0,631,4.0
106.0,633,2.0
106.0,635,2.0
106.0,636,2.0
106.0,642,2.0
106.0,645,1.0
